run_dir,benchmark,parsed_benchmark_name,elapsed_source,benchmark_elapsed_s,compaction_time_source,compaction_time_micros,compaction_time_count,sst_size_mb,input_data_mb,requested_input_sst_count,input_path_component,value_size,key_size,requested_subcompactions,compaction_runs,repeat_index,requested_bg_threads,preload_entries,target_logical_input_bytes,preload_sst_count,preload_sst_bytes,preload_db_bytes,compaction_count,actual_subcompactions_avg,actual_subcompactions_max,total_compaction_wall_s,total_compaction_cpu_s,total_compaction_read_io_s,total_compaction_write_io_s,read_pct,write_pct,compute_pct,cpu_resource_pct,total_input_bytes,total_output_bytes,total_input_records,total_output_records,target_logical_input_records,total_logical_input_bytes,total_logical_output_bytes,input_throughput_mib_per_sec,output_throughput_mib_per_sec,logical_input_throughput_mib_per_sec,logical_target_throughput_mib_per_sec,total_rw_throughput_mib_per_sec,logical_input_throughput_records_per_sec,logical_output_throughput_records_per_sec,logical_target_throughput_records_per_sec,total_rw_throughput_records_per_sec,logical_input_throughput_mrecords_per_sec,logical_output_throughput_mrecords_per_sec,logical_target_throughput_mrecords_per_sec,total_rw_throughput_mrecords_per_sec,avg_device_util_pct,max_device_util_pct,avg_device_queue_depth,avg_device_rkib_per_sec,avg_device_wkib_per_sec,avg_process_cpu_pct,max_process_cpu_pct,avg_system_cpu_busy_pct,avg_system_cpu_iowait_pct,avg_foreground_cpu_pct,avg_compaction_cpu_pct,avg_flush_cpu_pct,avg_background_cpu_pct,max_compaction_cpu_pct,dominant_breakdown
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_1/repeat_01,compactall,compactall,compaction_wall_sum,1.664586,rocksdb.compaction.times.micros,1664586.0,1,8,256,32,input_32sst,32,16,1,5,1,1,5592406,268435456,56,317550352,317843637,1,1.0,1,1.664586,1.409911,0.197558475,0.057116525,11.868324916826168,3.4312751038396336,84.7003999793342,84.7003999793342,317550352.0,309815429.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,181.93089144577937,177.4994007300819,153.75238454033672,153.79199392521625,359.43029217586127,3358772.0910785026,3313204.003878442,3359637.371294324,6671976.094956945,3.3587720910785026,3.3132040038784423,3.359637371294324,6.671976094956944,12.5596,49.7528,0.9636,194812.973,372165.2254,88.2942,99.5525,5.7638,0.6621,0.0,88.2942,0.0,88.2942,99.5525,computation
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_1/repeat_02,compactall,compactall,compaction_wall_sum,1.694798,rocksdb.compaction.times.micros,1694798.0,1,8,256,32,input_32sst,32,16,1,5,2,1,5592406,268435456,56,317550352,317843637,1,1.0,1,1.694798,1.420702,0.21703113699999999,0.057064863,12.805722982915956,3.367059850200437,83.82721716688361,83.8272171668836,317550352.0,309815429.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,178.68773438968188,174.3352408155332,151.01154637453013,151.05044967010818,353.0229752052151,3298897.567733736,3254141.791529138,3299747.423193403,6553039.359262873,3.2988975677337358,3.254141791529138,3.299747423193403,6.553039359262874,11.0676,48.8024,0.9176,188824.2003,358447.3158,87.8265,99.6289,5.861,0.659,0.0,87.8265,0.0,87.8265,99.6289,computation
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_1/repeat_03,compactall,compactall,compaction_wall_sum,1.68,rocksdb.compaction.times.micros,1680000.0,1,8,256,32,input_32sst,32,16,1,5,3,1,5592406,268435456,56,317550352,317843637,1,1.0,1,1.68,1.416473,0.206223703,0.057303296999999996,12.275220416666667,3.4109105357142857,84.31386904761905,84.31386904761906,317550352.0,309815429.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,180.26167551676434,175.8708437283834,152.34170641217912,152.38095238095238,356.1325192451477,3327955.3571428573,3282805.3571428573,3328812.698412698,6610760.714285715,3.3279553571428573,3.2828053571428573,3.3288126984126984,6.610760714285715,12.6249,49.7583,0.9732,196048.774,370951.8947,87.7013,99.5412,5.7651,0.7012,0.0,87.7013,0.0,87.7013,99.5412,computation
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_1/repeat_04,compactall,compactall,compaction_wall_sum,1.681377,rocksdb.compaction.times.micros,1681377.0,1,8,256,32,input_32sst,32,16,1,5,4,1,5592406,268435456,56,317550352,317843637,1,1.0,1,1.681377,1.415112,0.209183203,0.057081797,12.44118380351343,3.394943370820464,84.1638728256661,84.1638728256661,317550352.0,309815429.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,180.11404632522277,175.72681050334583,152.21694288220962,152.2561567096493,355.8408568285686,3325229.85624283,3280116.8328102506,3326086.4953745254,6605346.68905308,3.3252298562428297,3.2801168328102506,3.3260864953745255,6.60534668905308,12.1286,53.7507,0.951,195914.7524,370682.5614,87.0787,99.5831,5.7644,0.7369,0.0,87.0787,0.0,87.0787,99.5831,computation
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_1/repeat_05,compactall,compactall,compaction_wall_sum,1.692279,rocksdb.compaction.times.micros,1692279.0,1,8,256,32,input_32sst,32,16,1,5,5,1,5592406,268435456,56,317550352,317843637,1,1.0,1,1.692279,1.422768,0.21216491,0.057346089999999995,12.537229972126346,3.3886900446084836,84.07407998326518,84.07407998326516,317550352.0,309815429.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,178.95371559191128,174.59474322123248,151.2363308724276,151.27529207654294,353.5484588131438,3303808.060018472,3258985.66371148,3304659.1805094387,6562793.723729952,3.303808060018472,3.25898566371148,3.3046591805094385,6.5627937237299525,12.4087,54.7358,0.9213,188726.9385,358300.0342,87.7972,99.5268,5.8574,0.6958,0.0,87.7972,0.0,87.7972,99.5268,computation
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_2/repeat_01,compactall,compactall,compaction_wall_sum,0.923172,rocksdb.compaction.times.micros,923172.0,1,8,256,32,input_32sst,32,16,2,5,1,1,5592406,268435456,56,317550352,317843637,1,2.0,2,0.923172,1.471921,0.0,0.057655427,0.0,6.245361319450764,93.75463868054923,159.44168583969184,317550352.0,309816287.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,328.0424610670212,320.0528565817069,277.2333506350506,277.30477094192634,648.0953176487282,6056254.955739559,5974090.418686875,6057815.156150027,12030345.374426434,6.056254955739559,5.974090418686875,6.057815156150027,12.030345374426433,22.004,64.715,2.2085,430896.9677,665085.8083,157.0048,209.0443,10.9712,1.4658,0.0,157.0048,0.0,157.0048,209.0443,computation
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_2/repeat_02,compactall,compactall,compaction_wall_sum,0.92145,rocksdb.compaction.times.micros,921450.0,1,8,256,32,input_32sst,32,16,2,5,2,1,5592406,268435456,56,317550352,317843637,1,2.0,2,0.92145,1.456904,0.0,0.057634402,0.0,6.25475088176244,93.74524911823755,158.10993542785826,317550352.0,309816287.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,328.65550476766407,320.65096935943086,277.7514425877269,277.82299636442565,649.3064741270949,6067572.847143089,5985254.761517174,6069135.9632463325,12052827.608660264,6.067572847143089,5.985254761517173,6.069135963246333,12.052827608660264,19.3412,70.6333,2.2825,431287.3871,665509.5656,155.7937,188.9512,11.1339,1.5291,0.0,155.7937,0.0,155.7937,188.9512,computation
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_2/repeat_03,compactall,compactall,compaction_wall_sum,0.919079,rocksdb.compaction.times.micros,919079.0,1,8,256,32,input_32sst,32,16,2,5,3,1,5592406,268435456,56,317550352,317843637,1,2.0,2,0.919079,1.455749,0.0,0.057724438,0.0,6.280682944556454,93.71931705544354,158.39215127317675,317550352.0,309816287.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,329.5033559336728,321.47817077340204,278.4679736697944,278.5397120378118,650.9815267070749,6083225.707474548,6000695.261234345,6084792.856036677,12083920.968708893,6.083225707474548,6.000695261234345,6.084792856036677,12.083920968708894,19.4501,63.6813,2.2072,431380.4315,666051.4798,156.9002,188.9649,11.01,1.4532,0.0,156.9002,0.0,156.9002,188.9649,computation
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_2/repeat_04,compactall,compactall,compaction_wall_sum,0.930639,rocksdb.compaction.times.micros,930639.0,1,8,256,32,input_32sst,32,16,2,5,4,1,5592406,268435456,56,317550352,317843637,1,2.0,2,0.930639,1.465562,0.0,0.059887578999999996,0.0,6.43510308508455,93.56489691491545,157.47910844054462,317550352.0,309816287.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,325.4104060416166,317.48490630228,275.0089634890231,275.07981075368644,642.8953123438966,6007662.477072205,5926157.188770297,6009210.159184531,11933819.665842501,6.007662477072206,5.926157188770297,6.009210159184532,11.9338196658425,19.4547,66.6688,2.2729,431742.9408,664073.7812,156.9563,199.0289,11.1359,1.5243,0.0,156.9563,0.0,156.9563,199.0289,computation
/home/1755_project/invalidation-aware-caching/presentation_figures/compaction_parallelism/final-speedup-cpu-8mb-sst_32sst/sst_8MB/input_32sst/value_32/subcomp_2/repeat_05,compactall,compactall,compaction_wall_sum,0.922787,rocksdb.compaction.times.micros,922787.0,1,8,256,32,input_32sst,32,16,2,5,5,1,5592406,268435456,56,317550352,317843637,1,2.0,2,0.922787,1.462968,0.0,0.057607153,0.0,6.242735647554636,93.75726435244536,158.53799414166,317550352.0,309816287.0,5590965.0,5515113.0,5592405.333333333,268366320.0,264725424.0,328.1793250968686,320.18638723372516,277.34901637372536,277.42046647817966,648.3657123305937,6058781.712356156,5976582.895077629,6060342.563704661,12035364.607433785,6.058781712356156,5.976582895077629,6.060342563704661,12.035364607433785,20.8868,66.6745,2.2128,431814.6988,665358.577,157.9841,198.9169,11.1406,1.53,0.0,157.9841,0.0,157.9841,198.9169,computation
