job,output_level,num_output_files,total_output_size_bytes,num_input_records,num_output_records,num_subcompactions,input_summary,compaction_desc,compaction_reason,input_data_size_bytes,wall_us,cpu_us,write_io_us,read_io_us,file_write_nanos,file_fsync_nanos,file_range_sync_nanos,file_prepare_write_nanos,has_io_stats,pattern,wall_ms,cpu_ms,read_io_ms,write_io_ms,label,sst_size_mb,input_data_mb,requested_input_sst_count,value_size,requested_subcompactions,repeat_index
3,1,47,277366043,986843,984468,16,38@L0,38@L0 → 47@L1,LevelL0FilesNum,278410014,351712,1158254,225345.793,0.0,222901501,0,0,2444292,True,L0->L1,351.712,1158.254,0.0,225.34579300000001,"sst=8MB, input=32sst (256MB), value=256B, sub=16",8,256,32,256,16,1
3,1,47,277366043,986843,984468,16,38@L0,38@L0 → 47@L1,LevelL0FilesNum,278410014,358894,1206314,144484.511,0.0,141569415,0,0,2915096,True,L0->L1,358.894,1206.314,0.0,144.484511,"sst=8MB, input=32sst (256MB), value=256B, sub=16",8,256,32,256,16,2
3,1,47,277366043,986843,984468,16,38@L0,38@L0 → 47@L1,LevelL0FilesNum,278410014,348849,1166014,185650.477,0.0,183475668,0,0,2174809,True,L0->L1,348.849,1166.014,0.0,185.65047700000002,"sst=8MB, input=32sst (256MB), value=256B, sub=16",8,256,32,256,16,3
3,1,47,277366043,986843,984468,16,38@L0,38@L0 → 47@L1,LevelL0FilesNum,278410014,353902,1121328,221833.605,0.0,219331471,0,0,2502134,True,L0->L1,353.902,1121.328,0.0,221.833605,"sst=8MB, input=32sst (256MB), value=256B, sub=16",8,256,32,256,16,4
3,1,47,277366043,986843,984468,16,38@L0,38@L0 → 47@L1,LevelL0FilesNum,278410014,346000,1250881,195191.666,0.0,192848405,0,0,2343261,True,L0->L1,346.0,1250.881,0.0,195.191666,"sst=8MB, input=32sst (256MB), value=256B, sub=16",8,256,32,256,16,5
3,1,33,277348444,986843,984468,2,38@L0,38@L0 → 33@L1,LevelL0FilesNum,278410014,299450,334708,57452.756,0.0,56836780,0,0,615976,True,L0->L1,299.45,334.708,0.0,57.452756,"sst=8MB, input=32sst (256MB), value=256B, sub=2",8,256,32,256,2,1
3,1,33,277348444,986843,984468,2,38@L0,38@L0 → 33@L1,LevelL0FilesNum,278410014,305002,338397,57408.294,0.0,56781011,0,0,627283,True,L0->L1,305.002,338.397,0.0,57.408294000000005,"sst=8MB, input=32sst (256MB), value=256B, sub=2",8,256,32,256,2,2
3,1,33,277348444,986843,984468,2,38@L0,38@L0 → 33@L1,LevelL0FilesNum,278410014,302174,340296,56617.408,0.0,55980658,0,0,636750,True,L0->L1,302.174,340.296,0.0,56.617408000000005,"sst=8MB, input=32sst (256MB), value=256B, sub=2",8,256,32,256,2,3
3,1,33,277348444,986843,984468,2,38@L0,38@L0 → 33@L1,LevelL0FilesNum,278410014,297995,327363,56079.977,0.0,55498249,0,0,581728,True,L0->L1,297.995,327.363,0.0,56.079977,"sst=8MB, input=32sst (256MB), value=256B, sub=2",8,256,32,256,2,4
3,1,33,277348444,986843,984468,2,38@L0,38@L0 → 33@L1,LevelL0FilesNum,278410014,299187,333260,56125.759,0.0,55524377,0,0,601382,True,L0->L1,299.187,333.26,0.0,56.125758999999995,"sst=8MB, input=32sst (256MB), value=256B, sub=2",8,256,32,256,2,5
