secs_elapsed,device,rps,wps,rkib_per_sec,wkib_per_sec,util_pct,avg_queue_depth,read_await_ms,write_await_ms,ios_in_progress,sst_size_mb,input_data_mb,requested_input_sst_count,value_size,requested_subcompactions,repeat_index
0.308,nvme1n1,37364.14,6590.8583,4481195.3297,797713.8657,63.1345,59.0977,1.4849,0.5501,0,8,256,32,32,16,3
0.41,nvme1n1,2355.7364,10361.3301,246306.4106,1262166.4008,40.0768,2.6685,0.4689,0.1491,0,8,256,32,32,16,3
0.511,nvme1n1,306.7133,14890.4348,1226.8531,1683954.8244,35.6183,2.2756,0.2903,0.1435,0,8,256,32,32,16,3
0.102,nvme1n1,45362.2167,8831.4072,5376835.3038,1061744.5658,71.1254,91.9889,1.9497,0.4016,0,8,256,32,32,16,4
0.203,nvme1n1,46420.9401,9049.3202,5536634.6038,1106523.6332,80.9209,81.7202,1.6692,0.4678,0,8,256,32,32,16,4
0.307,nvme1n1,36120.5429,6354.9851,4337753.2079,782672.6535,68.2608,56.2911,1.4669,0.5219,0,8,256,32,32,16,4
0.409,nvme1n1,3055.6466,10621.0739,323815.0269,1282467.6577,37.3359,2.8297,0.3762,0.1545,0,8,256,32,32,16,4
0.51,nvme1n1,315.455,14629.2233,1261.8198,1676445.9015,44.3609,2.5729,0.4375,0.1631,0,8,256,32,32,16,4
0.102,nvme1n1,45387.0498,8791.8949,5365433.5361,1059516.8654,73.8401,100.5013,2.1351,0.4099,0,8,256,32,32,16,5
0.203,nvme1n1,47127.958,9358.3225,5595876.1969,1075672.8894,81.1187,126.8419,2.5938,0.4905,0,8,256,32,32,16,5
0.304,nvme1n1,39311.2104,9238.6767,4719583.4341,1085371.9693,77.8928,98.3816,2.4414,0.2604,0,8,256,32,32,16,5
0.406,nvme1n1,168.1365,14291.5985,672.5458,1715980.8575,34.6163,2.522,0.4706,0.1689,0,8,256,32,32,16,5
0.506,nvme1n1,297.9198,9751.9093,1191.6793,1050981.7406,20.8544,1.5988,0.2667,0.1507,0,8,256,32,32,16,5
0.101,nvme1n1,18974.0224,19421.7576,2318134.0204,2445867.8952,64.6729,12.5565,0.4494,0.208,0,8,256,32,32,2,1
0.201,nvme1n1,39.7754,3311.3062,159.1018,400737.6516,11.9326,0.3978,0.25,0.1081,0,8,256,32,32,2,1
0.302,nvme1n1,59.6359,3359.4901,238.5437,393000.7071,8.9454,0.4075,0.3333,0.1124,0,8,256,32,32,2,1
0.403,nvme1n1,39.7677,3300.7188,159.0708,397995.0997,4.971,0.3977,0.5,0.1145,0,8,256,32,32,2,1
0.503,nvme1n1,39.7754,3301.3569,159.1015,398151.5981,6.9607,0.3978,0.25,0.1145,0,8,256,32,32,2,1
0.604,nvme1n1,59.6654,3281.5983,238.6617,383211.1282,12.9275,0.3978,0.5,0.1091,0,8,256,32,32,2,1
0.704,nvme1n1,9096.7351,5965.0722,1045030.9363,733505.0419,34.7963,4.0264,0.3869,0.085,0,8,256,32,32,2,1
0.805,nvme1n1,4116.9767,4107.0323,489766.0909,487633.0196,18.8943,2.0485,0.3913,0.1017,0,8,256,32,32,2,1
0.905,nvme1n1,248.6174,2844.1835,21997.671,335176.0858,7.9558,0.4077,0.32,0.1154,0,8,256,32,32,2,1
0.101,nvme1n1,19031.5445,19160.8754,2322937.7924,2410410.2728,71.6294,12.4357,0.4443,0.2077,0,8,256,32,32,2,2
0.201,nvme1n1,39.7626,3300.2999,159.0506,400250.8268,11.9288,0.4175,0.25,0.1205,0,8,256,32,32,2,2
0.302,nvme1n1,39.7654,3300.5245,159.0614,397335.4348,8.9472,0.4076,0.25,0.1175,0,8,256,32,32,2,2
0.403,nvme1n1,59.6504,3260.8885,238.6016,382120.4532,10.9359,0.4275,0.3333,0.122,0,8,256,32,32,2,2
0.503,nvme1n1,39.7697,3300.8811,159.0786,397537.4393,6.9597,0.4375,0.5,0.1235,0,8,256,32,32,2,2
0.604,nvme1n1,39.7922,3233.117,159.1688,388053.6266,8.9532,0.388,0.5,0.1108,0,8,256,32,32,2,2
0.704,nvme1n1,6471.1147,5407.506,728571.9746,658125.2922,31.8089,2.8429,0.3641,0.0901,0,8,256,32,32,2,2
0.805,nvme1n1,6760.8422,4772.3592,806116.0965,566001.8025,31.8157,3.0026,0.3721,0.0979,0,8,256,32,32,2,2
0.905,nvme1n1,69.6116,3033.076,1322.62,357962.6401,8.9501,0.3481,0.4286,0.1049,0,8,256,32,32,2,2
0.101,nvme1n1,19026.69,19384.5587,2326201.7244,2436211.5805,59.6448,12.1178,0.4295,0.2041,0,8,256,32,32,2,3
0.202,nvme1n1,39.6871,3303.9478,158.7482,399728.0762,8.9296,0.3869,0.5,0.1111,0,8,256,32,32,2,3
0.302,nvme1n1,59.5985,3397.1145,238.394,402369.3423,4.9665,0.4073,0.3333,0.1111,0,8,256,32,32,2,3
0.403,nvme1n1,39.7426,3169.4708,158.9703,376878.8876,8.9421,0.4471,0.5,0.1317,0,8,256,32,32,2,3
0.504,nvme1n1,39.7212,3366.373,158.8849,401343.161,6.9512,0.427,0.5,0.118,0,8,256,32,32,2,3
0.604,nvme1n1,59.6647,3420.7771,238.6589,402617.515,12.9274,0.4674,0.3333,0.125,0,8,256,32,32,2,3
0.705,nvme1n1,7536.2945,5458.3452,858257.672,672499.9442,34.7982,3.3307,0.3747,0.0911,0,8,256,32,32,2,3
0.805,nvme1n1,5667.7615,4514.3223,676571.6268,536269.6713,20.8812,2.5754,0.3772,0.0969,0,8,256,32,32,2,3
0.906,nvme1n1,238.7076,2954.0062,22000.8811,347836.7146,11.9354,0.4376,0.3333,0.1145,0,8,256,32,32,2,3
0.101,nvme1n1,19000.9206,19319.5944,2324007.7817,2431360.9916,66.7223,12.5478,0.445,0.2119,0,8,256,32,32,2,4
0.201,nvme1n1,39.7872,3302.3401,159.1489,400100.3832,5.9681,0.4377,0.5,0.1235,0,8,256,32,32,2,4
0.302,nvme1n1,39.7761,4265.9908,159.1046,405477.9498,8.9496,0.6066,0.5,0.1375,0,8,256,32,32,2,4
0.402,nvme1n1,59.6926,3263.196,238.7704,381157.2157,6.9641,0.4079,0.3333,0.1159,0,8,256,32,32,2,4
0.503,nvme1n1,39.8088,3383.7464,159.2351,408756.5705,8.957,0.418,0.5,0.1147,0,8,256,32,32,2,4
0.603,nvme1n1,59.6968,3362.9172,238.787,393839.3904,10.9444,0.4278,0.3333,0.1124,0,8,256,32,32,2,4
0.704,nvme1n1,8138.7266,5790.6343,929381.8814,714974.1943,32.8335,3.343,0.3472,0.0893,0,8,256,32,32,2,4
0.804,nvme1n1,5082.2989,4445.7683,606295.381,507434.2247,18.897,2.2676,0.362,0.0962,0,8,256,32,32,2,4
0.905,nvme1n1,229.0121,2917.4144,21985.1569,335353.2993,8.9613,0.3983,0.2609,0.1126,0,8,256,32,32,2,4
0.101,nvme1n1,18998.8402,19277.6492,2319949.5699,2427390.6001,68.7065,11.6602,0.4209,0.1901,0,8,256,32,32,2,5
0.201,nvme1n1,39.7828,3222.4089,159.1313,389871.6982,7.9566,0.4277,0.5,0.1235,0,8,256,32,32,2,5
0.302,nvme1n1,39.7671,3231.0733,159.0682,387768.5642,6.9592,0.4176,0.5,0.1231,0,8,256,32,32,2,5
0.402,nvme1n1,59.7002,3442.7133,238.8009,403772.5611,19.9001,0.4279,0.3333,0.1127,0,8,256,32,32,2,5
0.503,nvme1n1,39.7957,3303.0444,159.1829,398355.1078,6.9643,0.4179,0.5,0.1205,0,8,256,32,32,2,5
0.603,nvme1n1,59.6675,3420.939,238.6702,402994.5707,7.9557,0.4575,0.3333,0.1221,0,8,256,32,32,2,5
0.704,nvme1n1,7736.7566,5548.9848,881856.007,682823.4675,25.8555,3.3513,0.3689,0.0878,0,8,256,32,32,2,5
0.805,nvme1n1,5466.6978,4432.9949,652892.6887,526075.2391,20.8728,2.4153,0.3618,0.1009,0,8,256,32,32,2,5
0.905,nvme1n1,238.7978,2955.1223,22009.1936,347928.3374,5.9699,0.4278,0.3333,0.1111,0,8,256,32,32,2,5
0.103,nvme1n1,48218.6461,5054.5499,5719350.292,603221.9109,69.4145,199.4347,4.0442,0.8781,0,8,256,32,32,32,1
0.206,nvme1n1,50831.2391,4995.2006,6013231.2335,598573.8306,82.1261,203.6148,3.9327,0.7408,0,8,256,32,32,32,1
0.308,nvme1n1,48265.0366,4848.0069,5787836.0672,583011.9289,72.3291,154.4227,3.0919,1.0726,0,8,256,32,32,32,1
0.412,nvme1n1,44690.4441,4870.9195,5418491.1956,599926.8452,73.5964,124.6006,2.7151,0.668,0,8,256,32,32,32,1
0.517,nvme1n1,39426.3318,4340.6007,4812714.6663,534929.175,70.2854,50.0641,1.2477,0.2013,0,8,256,32,32,32,1
0.621,nvme1n1,4962.059,7083.1713,566946.435,906645.9237,27.8336,2.9753,0.3694,0.1612,0,8,256,32,32,32,1
0.722,nvme1n1,3336.4173,10514.1695,345230.0832,1080761.5835,47.5217,3.4255,0.3501,0.21,0,8,256,32,32,32,1
0.825,nvme1n1,12127.0839,436.226,1354069.8649,49632.8295,33.9287,4.5755,0.3669,0.2667,0,8,256,32,32,32,1
0.927,nvme1n1,2517.8775,9172.9734,240082.0903,948222.801,24.6851,2.4784,0.3373,0.1712,0,8,256,32,32,32,1
0.103,nvme1n1,50526.5963,5125.4645,5985829.0808,615055.7434,74.7464,194.8065,3.7598,0.9432,0,8,256,32,32,32,2
0.205,nvme1n1,52894.8198,5109.9946,6245992.5528,607000.6691,79.4452,219.8082,4.0883,0.6987,0,8,256,32,32,32,2
0.308,nvme1n1,52700.5214,4992.9901,6255639.0195,603388.1726,73.4263,204.1546,3.8074,0.7,0,8,256,32,32,32,2
0.41,nvme1n1,52241.9418,4919.9956,6218057.7475,595955.2569,79.2286,234.36,4.42,0.7018,0,8,256,32,32,32,2
0.518,nvme1n1,44058.9928,4036.5758,5311813.6023,483424.0288,68.6682,176.9505,3.9596,0.6207,0,8,256,32,32,32,2
0.624,nvme1n1,1866.671,9050.5259,203896.093,1158467.3175,21.6836,2.4983,0.4091,0.1906,0,8,256,32,32,32,2
0.725,nvme1n1,306.8322,12312.8786,1227.3287,1381259.5176,33.6526,2.3359,0.2581,0.1785,0,8,256,32,32,32,2
0.825,nvme1n1,1253.1922,5002.8229,71203.1986,433564.7204,25.8595,1.1239,0.373,0.1213,0,8,256,32,32,32,2
0.104,nvme1n1,48256.2588,5086.7049,5732923.5053,597456.6071,78.0347,187.9672,3.8275,0.642,0,8,256,32,32,32,3
0.209,nvme1n1,48823.7279,4961.2587,5796902.8918,592461.7286,72.2329,199.1632,3.9934,0.8467,0,8,256,32,32,32,3
0.312,nvme1n1,52890.875,5251.0926,6278402.1149,625376.8743,78.9125,204.1107,3.7896,0.6976,0,8,256,32,32,32,3
0.416,nvme1n1,51297.4002,5123.0244,6145600.2688,613995.4389,81.5463,204.5756,3.9183,0.6985,0,8,256,32,32,32,3
0.524,nvme1n1,43712.0162,3877.2279,5255498.5055,458705.8827,74.5621,175.5564,3.9281,0.9928,0,8,256,32,32,32,3
0.626,nvme1n1,3302.5038,9040.4823,371448.8672,1157181.7314,31.1741,2.9908,0.3953,0.1875,0,8,256,32,32,32,3
0.727,nvme1n1,928.9116,10633.0727,59064.94,1111808.3108,25.6933,1.7985,0.2979,0.1366,0,8,256,32,32,32,3
0.828,nvme1n1,2564.0634,6444.808,254089.7727,679130.305,23.7597,1.6038,0.2548,0.1444,0,8,256,32,32,32,3
0.103,nvme1n1,48965.3786,5152.7066,5820343.836,623135.2849,71.3753,173.6472,3.4585,0.8349,0,8,256,32,32,32,4
0.205,nvme1n1,49940.2102,5088.5789,5945502.4115,607666.0045,73.1118,196.2027,3.8573,0.7031,0,8,256,32,32,32,4
0.309,nvme1n1,52425.8781,4907.7089,6240392.3783,586923.4868,77.946,198.1367,3.6955,0.8922,0,8,256,32,32,32,4
0.412,nvme1n1,51340.4136,5246.3243,6153488.3227,627545.5684,73.5647,169.0439,3.2251,0.6642,0,8,256,32,32,32,4
0.518,nvme1n1,40164.2553,3914.0721,4859258.8766,458543.4943,67.2879,151.6537,3.7131,0.6416,0,8,256,32,32,32,4
0.62,nvme1n1,3767.0999,11330.6538,414581.5769,1432045.9108,38.1602,4.0411,0.4286,0.2142,0,8,256,32,32,32,4
0.721,nvme1n1,624.5934,8109.7995,25405.087,762440.1201,25.7769,1.2789,0.254,0.1284,0,8,256,32,32,32,4
0.822,nvme1n1,7154.6612,7134.7871,751438.1664,778546.3827,32.7922,3.001,0.2736,0.1421,0,8,256,32,32,32,4
0.104,nvme1n1,48663.4643,5004.5016,5765209.9822,595902.8146,74.3912,178.7998,3.5716,0.9981,0,8,256,32,32,32,5
0.209,nvme1n1,48421.0296,5269.7966,5771167.1404,637263.5183,74.4645,98.5127,1.9495,0.779,0,8,256,32,32,32,5
0.31,nvme1n1,52586.973,5216.3758,6258710.9784,634941.1942,77.7535,222.2963,4.1585,0.6943,0,8,256,32,32,32,5
0.412,nvme1n1,50887.6708,4715.2706,6082738.2748,579713.6002,75.4835,167.9166,3.2027,1.0478,0,8,256,32,32,32,5
0.518,nvme1n1,39767.1405,3870.9705,4801164.6749,456812.2811,62.3132,140.9222,3.4715,0.7415,0,8,256,32,32,32,5
0.621,nvme1n1,3597.7681,9852.6478,405422.8818,1261138.9226,35.8807,2.9286,0.3747,0.1604,0,8,256,32,32,32,5
0.722,nvme1n1,1208.4168,8320.2469,92537.9846,810035.4698,26.7437,1.4164,0.2787,0.1214,0,8,256,32,32,32,5
0.823,nvme1n1,9752.2232,6617.2257,1047371.9053,726049.5443,39.6835,3.8195,0.2899,0.1469,0,8,256,32,32,32,5
0.101,nvme1n1,29339.7827,20261.7321,3547427.0386,2518414.1154,78.4646,24.5624,0.6913,0.2113,0,8,256,32,32,4,1
0.202,nvme1n1,6017.0613,8409.985,725954.4728,1043116.1562,27.8016,6.0965,0.7607,0.1806,0,8,256,32,32,4,1
0.302,nvme1n1,119.1825,6545.1077,476.7302,764317.6142,19.8638,0.9733,0.3333,0.1381,0,8,256,32,32,4,1
0.403,nvme1n1,79.5541,6364.3245,318.2162,765588.4633,13.922,0.8453,0.375,0.125,0,8,256,32,32,4,1
0.504,nvme1n1,89.5102,6285.6042,358.0407,748066.4606,13.9238,0.905,0.4444,0.1361,0,8,256,32,32,4,1
0.101,nvme1n1,29982.209,20432.4676,3619685.248,2540231.2202,75.6021,27.9927,0.792,0.2079,0,8,256,32,32,4,2
0.202,nvme1n1,5090.2374,8037.217,614286.4766,993241.2562,26.7907,5.2093,0.7856,0.1494,0,8,256,32,32,4,2
0.303,nvme1n1,99.16,6405.7383,396.6401,759010.5808,18.8404,0.9123,0.4,0.1331,0,8,256,32,32,4,2
0.403,nvme1n1,99.2449,6331.8258,396.9797,749815.2109,15.8792,0.8138,0.4,0.1191,0,8,256,32,32,4,2
0.504,nvme1n1,79.3621,6507.6903,317.4483,784573.4962,14.8804,0.9226,0.375,0.1341,0,8,256,32,32,4,2
0.101,nvme1n1,28352.5128,19613.3845,3423920.9525,2434800.5912,75.4743,24.0922,0.7089,0.2025,0,8,256,32,32,4,3
0.202,nvme1n1,7100.3658,8947.454,856661.6184,1108928.1818,29.7917,6.1669,0.6462,0.1754,0,8,256,32,32,4,3
0.302,nvme1n1,89.3784,6355.7997,357.5137,756777.1222,13.9033,0.9037,0.3333,0.1359,0,8,256,32,32,4,3
0.403,nvme1n1,109.3908,6503.7802,437.5632,763428.4365,20.8837,1.0044,0.4545,0.1453,0,8,256,32,32,4,3
0.504,nvme1n1,79.5546,6443.92,318.2183,775497.9328,16.9053,0.8552,0.375,0.125,0,8,256,32,32,4,3
0.101,nvme1n1,29901.9932,20540.247,3604168.0558,2550683.7047,66.5151,26.9733,0.7573,0.2107,0,8,256,32,32,4,4
0.202,nvme1n1,5598.8361,8279.13,673746.4678,1028240.1522,26.8029,4.6955,0.594,0.1643,0,8,256,32,32,4,4
0.302,nvme1n1,109.3132,6409.7279,437.2528,752074.737,19.8751,0.8348,0.3636,0.1209,0,8,256,32,32,4,4
0.403,nvme1n1,89.2348,6117.538,356.939,725775.9846,18.8384,0.932,0.4444,0.1426,0,8,256,32,32,4,4
0.504,nvme1n1,79.2883,6343.0648,317.1532,763467.1419,19.8221,0.8722,0.375,0.1297,0,8,256,32,32,4,4
0.102,nvme1n1,29311.9856,20270.9191,3543472.0064,2514422.1526,72.9595,24.6091,0.7114,0.1858,0,8,256,32,32,4,5
0.203,nvme1n1,5940.9854,8358.8283,713293.2567,1023981.1328,26.6456,6.0002,0.7176,0.2054,0,8,256,32,32,4,5
0.304,nvme1n1,79.4788,6129.8011,317.9151,733549.4269,16.8892,0.8147,0.375,0.1264,0,8,256,32,32,4,5
0.404,nvme1n1,119.3338,6294.8595,477.3353,738238.8481,13.9223,0.9845,0.4167,0.1469,0,8,256,32,32,4,5
0.505,nvme1n1,79.5405,6353.3013,318.1622,751538.871,17.8966,0.8252,0.375,0.1221,0,8,256,32,32,4,5
0.101,nvme1n1,32014.2101,12062.1792,3835936.1306,1493376.8847,71.1866,32.2515,0.9163,0.2426,0,8,256,32,32,8,1
0.206,nvme1n1,34611.0301,11578.4413,4157903.3594,1439206.9447,66.9274,40.5771,1.0862,0.2576,0,8,256,32,32,8,1
0.308,nvme1n1,127.6824,10784.2555,510.7298,1276824.4238,18.6613,1.7286,0.4615,0.1521,0,8,256,32,32,8,1
0.409,nvme1n1,178.0046,11609.8579,712.0185,1334243.6359,26.7007,1.8987,0.3333,0.1559,0,8,256,32,32,8,1
0.101,nvme1n1,40563.0581,14563.3887,4852452.6206,1787236.535,80.4113,54.1436,1.2526,0.229,0,8,256,32,32,8,2
0.203,nvme1n1,25728.0514,10590.4297,3089718.5084,1313370.7669,52.1648,34.6551,1.2173,0.316,0,8,256,32,32,8,2
0.304,nvme1n1,148.1511,11289.1176,592.6046,1327552.818,28.6426,1.7383,0.3333,0.147,0,8,256,32,32,8,2
0.405,nvme1n1,198.1044,11569.2978,792.4177,1348774.0932,24.7631,1.7235,0.3,0.1413,0,8,256,32,32,8,2
0.101,nvme1n1,38181.3328,14085.6414,4539965.2388,1717792.177,80.5178,59.9013,1.4926,0.2075,0,8,256,32,32,8,3
0.202,nvme1n1,30214.3325,12705.6665,3624655.3193,1547417.4832,60.4089,47.7527,1.4982,0.1956,0,8,256,32,32,8,3
0.303,nvme1n1,158.5457,11306.291,634.1828,1334875.6131,27.7455,1.6746,0.3125,0.1411,0,8,256,32,32,8,3
0.404,nvme1n1,187.8771,10906.7609,751.5085,1261505.8294,28.676,1.7997,0.5789,0.1514,0,8,256,32,32,8,3
0.101,nvme1n1,35310.0083,13132.3938,4204256.206,1620301.8614,75.2119,35.6069,0.9285,0.2148,0,8,256,32,32,8,4
0.206,nvme1n1,31748.4693,10490.2992,3807232.0237,1315805.1154,65.0858,32.3993,0.9207,0.302,0,8,256,32,32,8,4
0.308,nvme1n1,78.6367,9033.391,314.5468,1101071.083,16.7103,1.4253,0.375,0.1534,0,8,256,32,32,8,4
0.409,nvme1n1,158.0822,11164.5543,632.3287,1319116.7917,23.7123,2.0254,0.375,0.1699,0,8,256,32,32,8,4
0.51,nvme1n1,882.5083,5453.7028,69946.2175,590070.8122,18.8401,0.9321,0.2135,0.1309,0,8,256,32,32,8,4
0.101,nvme1n1,38042.9009,13862.5875,4522693.9319,1701216.74,76.2442,39.0826,0.9425,0.2329,0,8,256,32,32,8,5
0.205,nvme1n1,28872.0281,9976.7721,3470733.3363,1241314.4118,58.6869,23.6576,0.7208,0.2845,0,8,256,32,32,8,5
0.307,nvme1n1,521.5975,6948.0725,47952.526,830855.6303,28.5402,1.5353,0.8491,0.1558,0,8,256,32,32,8,5
0.408,nvme1n1,148.2337,11453.5216,592.9347,1356792.6622,30.635,1.9172,0.3333,0.1596,0,8,256,32,32,8,5
0.509,nvme1n1,893.3642,7444.7013,70059.6022,830153.6766,25.8083,1.3103,0.2,0.1467,0,8,256,32,32,8,5
0.101,nvme1n1,6004.8041,11193.0345,718863.6767,1365829.0359,38.837,3.7045,0.3416,0.1459,0,8,256,32,512,1,1
0.201,nvme1n1,6097.2611,10941.2516,724087.058,1303640.1823,43.765,3.6007,0.3165,0.1518,0,8,256,32,512,1,1
0.302,nvme1n1,6024.5226,11245.1139,722481.1989,1371725.2439,37.7153,3.5532,0.3031,0.1518,0,8,256,32,512,1,1
0.403,nvme1n1,4315.4304,10082.5953,481190.3715,1221366.2247,39.7736,2.3069,0.2581,0.1144,0,8,256,32,512,1,1
0.101,nvme1n1,5871.6525,11146.1878,704080.7965,1360153.3699,39.8078,3.6723,0.339,0.15,0,8,256,32,512,1,2
0.201,nvme1n1,6115.7259,10948.6411,723917.9826,1305841.7364,37.7882,4.0374,0.387,0.1508,0,8,256,32,512,1,2
0.302,nvme1n1,6043.0076,11638.7531,723545.7999,1415256.4792,39.7566,3.5781,0.3026,0.1486,0,8,256,32,512,1,2
0.403,nvme1n1,4345.654,9924.3996,481233.9398,1201747.3427,38.7827,2.2872,0.2586,0.1152,0,8,256,32,512,1,2
0.101,nvme1n1,6050.7678,11195.9108,722230.7875,1304020.0704,46.774,3.9211,0.3503,0.1591,0,8,256,32,512,1,3
0.201,nvme1n1,6128.6664,11730.0287,724232.2684,1343809.5987,42.7813,3.7011,0.3117,0.151,0,8,256,32,512,1,3
0.302,nvme1n1,6040.4598,12309.4237,723240.7385,1415414.8361,44.7074,3.7355,0.3076,0.1517,0,8,256,32,512,1,3
0.403,nvme1n1,4307.0581,10325.0029,481326.1728,1179636.5597,42.7722,2.3972,0.261,0.1204,0,8,256,32,512,1,3
0.101,nvme1n1,5853.2855,10432.3864,704225.8989,1221106.844,44.7956,4.3004,0.4524,0.1565,0,8,256,32,512,1,4
0.201,nvme1n1,6063.3094,11848.303,723596.3377,1343311.2876,43.7353,3.7771,0.3213,0.1518,0,8,256,32,512,1,4
0.302,nvme1n1,6072.8633,12215.3011,723550.3521,1405246.6497,44.7265,3.7868,0.3126,0.1522,0,8,256,32,512,1,4
0.403,nvme1n1,4346.7387,10603.2573,481314.2756,1201609.6581,36.8031,2.7055,0.3318,0.1182,0,8,256,32,512,1,4
0.101,nvme1n1,5882.7558,11257.8627,704218.6297,1319409.5636,41.8064,3.6531,0.3283,0.1512,0,8,256,32,512,1,5
0.201,nvme1n1,6125.076,11862.3632,723847.7648,1343937.1392,35.7959,3.6094,0.2955,0.15,0,8,256,32,512,1,5
0.302,nvme1n1,6097.1155,11598.4216,722850.7713,1342120.0909,43.6927,3.7039,0.3111,0.1541,0,8,256,32,512,1,5
0.403,nvme1n1,4356.3461,9637.6699,481237.0034,1097600.3047,29.838,2.6655,0.3356,0.1238,0,8,256,32,512,1,5
0.102,nvme1n1,43542.9108,11115.0307,5175674.0956,1378224.355,78.9,89.078,1.8795,0.6504,0,8,256,32,512,16,1
0.211,nvme1n1,35277.0682,9609.2928,4223588.2139,1192252.5036,71.8624,54.0442,1.3554,0.6481,0,8,256,32,512,16,1
0.314,nvme1n1,913.1514,21313.3421,40227.2333,2489794.7075,33.0289,8.5292,0.7234,0.3655,0,8,256,32,512,16,1
0.102,nvme1n1,44518.7804,11403.6796,5254109.6247,1398061.5009,79.9739,115.5474,2.3034,1.1394,0,8,256,32,512,16,2
0.21,nvme1n1,32805.7532,10158.5474,3953420.2143,1264338.5179,66.3115,47.3206,1.3276,0.3717,0,8,256,32,512,16,2
0.313,nvme1n1,1870.1352,21119.799,150345.1614,2402389.3709,47.9773,9.2234,0.445,0.3927,0,8,256,32,512,16,2
0.102,nvme1n1,43528.0924,11357.7265,5162559.9251,1400470.7738,76.9013,94.5491,1.9352,0.908,0,8,256,32,512,16,3
0.21,nvme1n1,34422.9626,9406.6526,4131646.9665,1170770.739,62.2158,46.7175,1.1988,0.5795,0,8,256,32,512,16,3
0.311,nvme1n1,1766.4371,21878.1626,132472.916,2529695.8558,41.4471,11.0032,0.5978,0.4506,0,8,256,32,512,16,3
0.102,nvme1n1,44654.0692,11392.6515,5288259.9041,1413792.5747,77.8564,92.5505,1.9272,0.5709,0,8,256,32,512,16,4
0.207,nvme1n1,33800.5138,10354.8511,4029728.0365,1287155.4856,71.249,56.5337,1.4876,0.6037,0,8,256,32,512,16,4
0.31,nvme1n1,469.0721,20785.7553,2501.7176,2367602.0924,40.0666,9.1567,0.5,0.4264,0,8,256,32,512,16,4
0.102,nvme1n1,40976.3666,10941.4363,4875308.5823,1352416.5341,77.5919,67.8978,1.5072,0.561,0,8,256,32,512,16,5
0.209,nvme1n1,33953.2501,9822.1229,4057997.8069,1216208.8103,70.6967,40.2688,1.0525,0.4616,0,8,256,32,512,16,5
0.311,nvme1n1,5069.3816,21941.223,495130.8052,2519267.3444,54.8041,14.9439,0.5483,0.5513,0,8,256,32,512,16,5
0.101,nvme1n1,11353.6649,18165.8638,1347316.507,2226433.768,62.7439,13.3854,0.8316,0.216,0,8,256,32,512,2,1
0.201,nvme1n1,10656.0352,20318.0373,1246994.6899,2342538.491,60.636,8.3896,0.4897,0.1546,0,8,256,32,512,2,1
0.101,nvme1n1,11640.4643,19947.9751,1387120.5028,2399965.2577,56.71,10.4167,0.5812,0.1815,0,8,256,32,512,2,2
0.202,nvme1n1,10660.4645,18549.0094,1246310.6273,2220595.6099,56.6306,7.6799,0.4436,0.158,0,8,256,32,512,2,2
0.101,nvme1n1,11072.6956,19924.8775,1317217.6224,2437705.7067,54.766,9.8479,0.5773,0.1714,0,8,256,32,512,2,3
0.202,nvme1n1,10624.4697,18669.7031,1244541.0587,2269926.3889,60.5129,7.5889,0.4407,0.1546,0,8,256,32,512,2,3
0.101,nvme1n1,11145.1728,19165.7167,1336336.0685,2242050.524,57.7161,12.797,0.8259,0.1864,0,8,256,32,512,2,4
0.201,nvme1n1,10627.0047,19762.8488,1247087.4526,2296466.8886,59.6464,7.9429,0.4387,0.1645,0,8,256,32,512,2,4
0.101,nvme1n1,11575.1677,18741.2217,1379365.8611,2297835.0175,52.7501,10.3808,0.6002,0.1827,0,8,256,32,512,2,5
0.201,nvme1n1,10693.6146,18962.2831,1246819.805,2304613.0773,49.6915,7.8115,0.4554,0.1536,0,8,256,32,512,2,5
0.103,nvme1n1,48574.3373,6275.2952,5773419.6314,774821.3606,76.9612,200.3457,3.9752,1.1557,0,8,256,32,512,32,1
0.205,nvme1n1,49241.7317,6687.1488,5891873.2168,821126.9581,77.4611,180.102,3.5139,1.0572,0,8,256,32,512,32,1
0.307,nvme1n1,48995.4669,6810.8976,5901051.554,835209.5223,88.9228,199.5192,3.9846,0.6298,0,8,256,32,512,32,1
0.409,nvme1n1,8672.5457,19483.6623,970778.153,2236018.7969,55.1889,32.8276,2.7443,0.4598,0,8,256,32,512,32,1
0.512,nvme1n1,9.702,0.0,659.7357,0.0,0.0,0.0,0.0,0.0,0,8,256,32,512,32,1
0.613,nvme1n1,2801.9923,4425.7616,217986.0874,453982.1533,25.7427,1.901,0.3569,0.1946,0,8,256,32,512,32,1
0.104,nvme1n1,49118.6837,6747.4993,5773278.0534,827900.6646,82.6423,206.1487,4.0026,1.4121,0,8,256,32,512,32,2
0.206,nvme1n1,51042.9234,6750.0459,6057453.836,829734.8973,75.6555,208.7405,3.898,1.4498,0,8,256,32,512,32,2
0.311,nvme1n1,48026.4522,6568.9387,5745882.0786,802494.2574,74.1501,198.361,3.8941,1.7265,0,8,256,32,512,32,2
0.412,nvme1n1,11493.2224,24192.0966,1308369.4614,2758057.1344,63.2473,67.8525,3.8074,0.9922,0,8,256,32,512,32,2
0.515,nvme1n1,9.6888,58.133,38.7553,426.3084,0.0,0.0097,1.0,0.1667,0,8,256,32,512,32,2
0.618,nvme1n1,595.9345,68.3859,8704.5508,703.398,3.9078,0.0684,0.082,0.1429,0,8,256,32,512,32,2
