secs_elapsed,cpu_pct,sst_size_mb,input_data_mb,requested_input_sst_count,value_size,requested_subcompactions,repeat_index
0.603,89.5412,8,256,32,64,1,2
0.704,99.5468,8,256,32,64,1,2
0.804,59.7121,8,256,32,64,1,2
0.905,89.5363,8,256,32,64,1,2
1.005,99.5435,8,256,32,64,1,2
1.106,89.5783,8,256,32,64,1,2
0.101,59.7217,8,256,32,64,1,3
0.201,89.5659,8,256,32,64,1,3
0.302,99.4052,8,256,32,64,1,3
0.402,79.5628,8,256,32,64,1,3
0.503,79.5663,8,256,32,64,1,3
0.603,89.5521,8,256,32,64,1,3
0.704,79.6488,8,256,32,64,1,3
0.805,79.4828,8,256,32,64,1,3
0.905,89.5333,8,256,32,64,1,3
1.006,99.5322,8,256,32,64,1,3
1.106,89.5351,8,256,32,64,1,3
0.101,59.7097,8,256,32,64,1,4
0.201,89.5408,8,256,32,64,1,4
0.302,89.5052,8,256,32,64,1,4
0.402,89.5859,8,256,32,64,1,4
0.503,69.63,8,256,32,64,1,4
0.603,89.5455,8,256,32,64,1,4
0.704,89.5595,8,256,32,64,1,4
0.804,59.6972,8,256,32,64,1,4
0.905,99.5021,8,256,32,64,1,4
1.005,99.5184,8,256,32,64,1,4
1.106,79.532,8,256,32,64,1,4
0.101,49.7643,8,256,32,64,1,5
0.201,99.4743,8,256,32,64,1,5
0.302,99.4127,8,256,32,64,1,5
0.402,79.5889,8,256,32,64,1,5
0.503,79.5645,8,256,32,64,1,5
0.604,89.534,8,256,32,64,1,5
0.704,89.6324,8,256,32,64,1,5
0.804,59.6784,8,256,32,64,1,5
0.905,99.4915,8,256,32,64,1,5
1.005,89.5761,8,256,32,64,1,5
1.106,89.5178,8,256,32,64,1,5
0.102,197.3826,8,256,32,64,16,1
0.204,322.8676,8,256,32,64,16,1
0.306,935.4639,8,256,32,64,16,1
0.407,1299.3091,8,256,32,64,16,1
0.102,286.5382,8,256,32,64,16,2
0.205,300.559,8,256,32,64,16,2
0.307,1018.7379,8,256,32,64,16,2
0.409,1222.8865,8,256,32,64,16,2
0.102,157.5448,8,256,32,64,16,3
0.204,353.535,8,256,32,64,16,3
0.306,833.3951,8,256,32,64,16,3
0.407,990.313,8,256,32,64,16,3
0.102,276.3935,8,256,32,64,16,4
0.204,314.2164,8,256,32,64,16,4
0.305,916.9482,8,256,32,64,16,4
0.406,1326.6808,8,256,32,64,16,4
0.103,265.0324,8,256,32,64,16,5
0.205,313.1678,8,256,32,64,16,5
0.306,927.8832,8,256,32,64,16,5
0.407,1101.1518,8,256,32,64,16,5
0.101,109.5203,8,256,32,64,2,1
0.201,188.8772,8,256,32,64,2,1
0.302,178.8359,8,256,32,64,2,1
0.403,179.1081,8,256,32,64,2,1
0.503,139.1985,8,256,32,64,2,1
0.604,99.5293,8,256,32,64,2,1
0.101,119.3947,8,256,32,64,2,2
0.201,178.9177,8,256,32,64,2,2
0.302,188.7788,8,256,32,64,2,2
0.403,178.9658,8,256,32,64,2,2
0.503,149.2122,8,256,32,64,2,2
0.604,89.5093,8,256,32,64,2,2
0.101,109.4113,8,256,32,64,2,3
0.201,188.8977,8,256,32,64,2,3
0.302,188.7324,8,256,32,64,2,3
0.403,169.0473,8,256,32,64,2,3
0.503,159.1014,8,256,32,64,2,3
0.604,89.5117,8,256,32,64,2,3
0.101,109.4476,8,256,32,64,2,4
0.201,189.0356,8,256,32,64,2,4
0.302,179.0248,8,256,32,64,2,4
0.402,188.9765,8,256,32,64,2,4
0.503,149.1458,8,256,32,64,2,4
0.604,89.5579,8,256,32,64,2,4
0.101,109.4661,8,256,32,64,2,5
0.201,178.9389,8,256,32,64,2,5
0.302,188.9358,8,256,32,64,2,5
0.402,189.0725,8,256,32,64,2,5
0.503,159.1787,8,256,32,64,2,5
0.604,89.531,8,256,32,64,2,5
0.103,215.629,8,256,32,64,32,1
0.205,351.6982,8,256,32,64,32,1
0.307,372.0809,8,256,32,64,32,1
0.412,421.8807,8,256,32,64,32,1
0.514,1306.2865,8,256,32,64,32,1
0.615,324.4015,8,256,32,64,32,1
0.716,456.0596,8,256,32,64,32,1
0.104,299.9264,8,256,32,64,32,2
0.209,458.0206,8,256,32,64,32,2
0.311,380.7667,8,256,32,64,32,2
0.414,459.0768,8,256,32,64,32,2
0.516,1312.5378,8,256,32,64,32,2
0.618,78.4266,8,256,32,64,32,2
0.719,0.0,8,256,32,64,32,2
0.102,306.8732,8,256,32,64,32,3
0.205,370.1253,8,256,32,64,32,3
0.308,425.7212,8,256,32,64,32,3
0.411,349.2171,8,256,32,64,32,3
0.513,1411.7153,8,256,32,64,32,3
0.615,48.8751,8,256,32,64,32,3
0.716,475.1806,8,256,32,64,32,3
0.102,276.2141,8,256,32,64,32,4
0.205,351.3272,8,256,32,64,32,4
0.307,352.1613,8,256,32,64,32,4
0.41,376.8231,8,256,32,64,32,4
0.512,1318.1946,8,256,32,64,32,4
0.614,382.8892,8,256,32,64,32,4
0.716,459.6421,8,256,32,64,32,4
0.104,235.7099,8,256,32,64,32,5
0.208,404.3622,8,256,32,64,32,5
0.311,397.3443,8,256,32,64,32,5
0.413,381.8792,8,256,32,64,32,5
0.516,1332.9137,8,256,32,64,32,5
0.619,350.6811,8,256,32,64,32,5
0.722,183.2639,8,256,32,64,32,5
0.824,9.8587,8,256,32,64,32,5
0.102,128.2667,8,256,32,64,4,1
0.203,346.6129,8,256,32,64,4,1
0.304,367.0689,8,256,32,64,4,1
0.101,138.6686,8,256,32,64,4,2
0.202,357.1025,8,256,32,64,4,2
0.303,367.4602,8,256,32,64,4,2
0.101,128.9898,8,256,32,64,4,3
0.202,347.6721,8,256,32,64,4,3
0.302,377.7056,8,256,32,64,4,3
0.101,148.7968,8,256,32,64,4,4
0.202,346.4955,8,256,32,64,4,4
0.303,386.0125,8,256,32,64,4,4
0.101,119.4418,8,256,32,64,4,5
0.202,367.2239,8,256,32,64,4,5
0.303,366.7474,8,256,32,64,4,5
0.101,208.2975,8,256,32,64,8,1
0.203,424.397,8,256,32,64,8,1
0.304,662.4993,8,256,32,64,8,1
0.101,178.2021,8,256,32,64,8,2
0.203,520.3322,8,256,32,64,8,2
0.305,750.1999,8,256,32,64,8,2
0.102,216.3473,8,256,32,64,8,3
0.204,482.855,8,256,32,64,8,3
0.305,741.2479,8,256,32,64,8,3
0.102,29.5963,8,256,32,64,8,4
0.206,448.569,8,256,32,64,8,4
0.308,765.938,8,256,32,64,8,4
0.101,19.8414,8,256,32,64,8,5
0.203,462.4946,8,256,32,64,8,5
0.304,740.7041,8,256,32,64,8,5
