job,output_level,num_output_files,total_output_size_bytes,num_input_records,num_output_records,num_subcompactions,input_summary,compaction_desc,compaction_reason,input_data_size_bytes,wall_us,cpu_us,write_io_us,read_io_us,file_write_nanos,file_fsync_nanos,file_range_sync_nanos,file_prepare_write_nanos,has_io_stats,pattern,wall_ms,cpu_ms,read_io_ms,write_io_ms,label,sst_size_mb,input_data_mb,requested_input_sst_count,value_size,requested_subcompactions,repeat_index
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,42334,79426,10450.335,0.0,10309715,0,0,140620,True,L0->L1,42.334,79.426,0.0,10.450334999999999,"sst=8MB, input=4sst (32MB), value=128B, sub=16",8,32,4,128,16,5
3,1,6,35829434,232992,232883,2,6@L0,6@L0 → 6@L1,ManualCompaction,35875080,56333,62381,7444.443,0.0,7332723,0,0,111720,True,L0->L1,56.333,62.381,0.0,7.444443000000001,"sst=8MB, input=4sst (32MB), value=128B, sub=2",8,32,4,128,2,1
3,1,6,35829434,232992,232883,2,6@L0,6@L0 → 6@L1,ManualCompaction,35875080,52425,61828,7676.437,0.0,7562278,0,0,114159,True,L0->L1,52.425,61.828,0.0,7.676437,"sst=8MB, input=4sst (32MB), value=128B, sub=2",8,32,4,128,2,2
3,1,6,35829434,232992,232883,2,6@L0,6@L0 → 6@L1,ManualCompaction,35875080,49905,60729,7073.014,0.0,6961913,0,0,111101,True,L0->L1,49.905,60.729,0.0,7.073014,"sst=8MB, input=4sst (32MB), value=128B, sub=2",8,32,4,128,2,3
3,1,6,35829434,232992,232883,2,6@L0,6@L0 → 6@L1,ManualCompaction,35875080,51794,62445,7402.593,0.0,7285346,0,0,117247,True,L0->L1,51.794,62.445,0.0,7.4025929999999995,"sst=8MB, input=4sst (32MB), value=128B, sub=2",8,32,4,128,2,4
3,1,6,35829434,232992,232883,2,6@L0,6@L0 → 6@L1,ManualCompaction,35875080,54021,62262,7837.529,0.0,7720555,0,0,116974,True,L0->L1,54.021,62.262,0.0,7.837529000000001,"sst=8MB, input=4sst (32MB), value=128B, sub=2",8,32,4,128,2,5
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,38003,70181,15291.44,0.0,15151481,0,0,139959,True,L0->L1,38.003,70.181,0.0,15.29144,"sst=8MB, input=4sst (32MB), value=128B, sub=32",8,32,4,128,32,1
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,33717,72531,7788.276,0.0,7639803,0,0,148473,True,L0->L1,33.717,72.531,0.0,7.788276,"sst=8MB, input=4sst (32MB), value=128B, sub=32",8,32,4,128,32,2
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,49160,139749,12569.059,0.0,12331852,0,0,237207,True,L0->L1,49.16,139.749,0.0,12.569059,"sst=8MB, input=4sst (32MB), value=128B, sub=32",8,32,4,128,32,3
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,35397,67652,8249.064,0.0,8091610,0,0,157454,True,L0->L1,35.397,67.652,0.0,8.249064,"sst=8MB, input=4sst (32MB), value=128B, sub=32",8,32,4,128,32,4
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,40070,76258,8972.071,0.0,8799071,0,0,173000,True,L0->L1,40.07,76.258,0.0,8.972071,"sst=8MB, input=4sst (32MB), value=128B, sub=32",8,32,4,128,32,5
3,1,8,35831951,232992,232883,4,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,35378,65280,13146.694,0.0,13004309,0,0,142385,True,L0->L1,35.378,65.28,0.0,13.146694,"sst=8MB, input=4sst (32MB), value=128B, sub=4",8,32,4,128,4,1
3,1,8,35831951,232992,232883,4,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,35381,63474,8111.237,0.0,7974867,0,0,136370,True,L0->L1,35.381,63.474,0.0,8.111237000000001,"sst=8MB, input=4sst (32MB), value=128B, sub=4",8,32,4,128,4,2
3,1,8,35831951,232992,232883,4,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,33989,62994,8686.146,0.0,8529164,0,0,156982,True,L0->L1,33.989,62.994,0.0,8.686146,"sst=8MB, input=4sst (32MB), value=128B, sub=4",8,32,4,128,4,3
3,1,8,35831951,232992,232883,4,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,35175,70830,9602.559,0.0,9443368,0,0,159191,True,L0->L1,35.175,70.83,0.0,9.602559,"sst=8MB, input=4sst (32MB), value=128B, sub=4",8,32,4,128,4,4
3,1,8,35831951,232992,232883,4,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,36862,64364,7511.986,0.0,7376627,0,0,135359,True,L0->L1,36.862,64.364,0.0,7.511986,"sst=8MB, input=4sst (32MB), value=128B, sub=4",8,32,4,128,4,5
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,40346,80399,8825.134,0.0,8666070,0,0,159064,True,L0->L1,40.346,80.399,0.0,8.825134,"sst=8MB, input=4sst (32MB), value=128B, sub=8",8,32,4,128,8,1
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,53655,135162,10838.718,0.0,10568995,0,0,269723,True,L0->L1,53.655,135.162,0.0,10.838718,"sst=8MB, input=4sst (32MB), value=128B, sub=8",8,32,4,128,8,2
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,37296,71288,8520.777,0.0,8385314,0,0,135463,True,L0->L1,37.296,71.288,0.0,8.520777,"sst=8MB, input=4sst (32MB), value=128B, sub=8",8,32,4,128,8,3
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,48134,125556,12861.863,0.0,12644610,0,0,217253,True,L0->L1,48.134,125.556,0.0,12.861863,"sst=8MB, input=4sst (32MB), value=128B, sub=8",8,32,4,128,8,4
3,1,8,35831799,232992,232883,5,6@L0,6@L0 → 8@L1,ManualCompaction,35875080,54488,142277,12613.91,0.0,12275573,0,0,338337,True,L0->L1,54.488,142.277,0.0,12.61391,"sst=8MB, input=4sst (32MB), value=128B, sub=8",8,32,4,128,8,5
3,1,5,34777339,123356,123318,1,5@L0,5@L0 → 5@L1,ManualCompaction,34802527,66204,36678,7178.678,22347.322,7087291,0,0,91387,True,L0->L1,66.204,36.678,22.347322,7.178678,"sst=8MB, input=4sst (32MB), value=256B, sub=1",8,32,4,256,1,1
3,1,5,34777339,123356,123318,1,5@L0,5@L0 → 5@L1,ManualCompaction,34802527,73472,40922,7372.444,25177.556,7247465,0,0,124979,True,L0->L1,73.472,40.922,25.177556,7.372444000000001,"sst=8MB, input=4sst (32MB), value=256B, sub=1",8,32,4,256,1,2
3,1,5,34777339,123356,123318,1,5@L0,5@L0 → 5@L1,ManualCompaction,34802527,64082,37231,7266.391,19584.609,7167799,0,0,98592,True,L0->L1,64.082,37.231,19.584609,7.266391,"sst=8MB, input=4sst (32MB), value=256B, sub=1",8,32,4,256,1,3
3,1,5,34777339,123356,123318,1,5@L0,5@L0 → 5@L1,ManualCompaction,34802527,66438,36899,7230.45,22308.55,7136050,0,0,94400,True,L0->L1,66.438,36.899,22.30855,7.230449999999999,"sst=8MB, input=4sst (32MB), value=256B, sub=1",8,32,4,256,1,4
3,1,5,34777339,123356,123318,1,5@L0,5@L0 → 5@L1,ManualCompaction,34802527,65104,37671,7151.49,20281.510000000002,7049376,0,0,102114,True,L0->L1,65.104,37.671,20.28151,7.15149,"sst=8MB, input=4sst (32MB), value=256B, sub=1",8,32,4,256,1,5
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,43913,90534,11575.574,0.0,11282119,0,0,293455,True,L0->L1,43.913,90.534,0.0,11.575574000000001,"sst=8MB, input=4sst (32MB), value=256B, sub=16",8,32,4,256,16,1
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,38956,79516,9508.853,0.0,9238312,0,0,270541,True,L0->L1,38.956,79.516,0.0,9.508852999999998,"sst=8MB, input=4sst (32MB), value=256B, sub=16",8,32,4,256,16,2
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,44389,98762,12648.589,0.0,12229459,0,0,419130,True,L0->L1,44.389,98.762,0.0,12.648589,"sst=8MB, input=4sst (32MB), value=256B, sub=16",8,32,4,256,16,3
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,40392,86371,10238.876,0.0,9996681,0,0,242195,True,L0->L1,40.392,86.371,0.0,10.238876,"sst=8MB, input=4sst (32MB), value=256B, sub=16",8,32,4,256,16,4
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,30239,44969,8776.011,0.0,8630290,0,0,145721,True,L0->L1,30.239,44.969,0.0,8.776011,"sst=8MB, input=4sst (32MB), value=256B, sub=16",8,32,4,256,16,5
3,1,6,34778734,123356,123318,2,5@L0,5@L0 → 6@L1,ManualCompaction,34802527,42502,39862,7196.242,0.0,7071313,0,0,124929,True,L0->L1,42.502,39.862,0.0,7.196242,"sst=8MB, input=4sst (32MB), value=256B, sub=2",8,32,4,256,2,1
3,1,6,34778734,123356,123318,2,5@L0,5@L0 → 6@L1,ManualCompaction,34802527,42437,39830,7114.91,0.0,6991105,0,0,123805,True,L0->L1,42.437,39.83,0.0,7.11491,"sst=8MB, input=4sst (32MB), value=256B, sub=2",8,32,4,256,2,2
3,1,6,34778734,123356,123318,2,5@L0,5@L0 → 6@L1,ManualCompaction,34802527,40228,39751,7990.704,0.0,7876023,0,0,114681,True,L0->L1,40.228,39.751,0.0,7.990704,"sst=8MB, input=4sst (32MB), value=256B, sub=2",8,32,4,256,2,3
3,1,6,34778734,123356,123318,2,5@L0,5@L0 → 6@L1,ManualCompaction,34802527,40245,39386,7396.202,0.0,7280205,0,0,115997,True,L0->L1,40.245,39.386,0.0,7.396202000000001,"sst=8MB, input=4sst (32MB), value=256B, sub=2",8,32,4,256,2,4
3,1,6,34778734,123356,123318,2,5@L0,5@L0 → 6@L1,ManualCompaction,34802527,43444,40486,7584.629,0.0,7455134,0,0,129495,True,L0->L1,43.444,40.486,0.0,7.584629,"sst=8MB, input=4sst (32MB), value=256B, sub=2",8,32,4,256,2,5
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,26375,43279,9031.916,0.0,8877309,0,0,154607,True,L0->L1,26.375,43.279,0.0,9.031915999999999,"sst=8MB, input=4sst (32MB), value=256B, sub=32",8,32,4,256,32,1
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,36925,76259,14132.135,0.0,13902655,0,0,229480,True,L0->L1,36.925,76.259,0.0,14.132135,"sst=8MB, input=4sst (32MB), value=256B, sub=32",8,32,4,256,32,2
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,29619,44074,14187.602,0.0,14049085,0,0,138517,True,L0->L1,29.619,44.074,0.0,14.187602,"sst=8MB, input=4sst (32MB), value=256B, sub=32",8,32,4,256,32,3
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,40860,84318,11820.444,0.0,11583066,0,0,237378,True,L0->L1,40.86,84.318,0.0,11.820444,"sst=8MB, input=4sst (32MB), value=256B, sub=32",8,32,4,256,32,4
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,41680,85968,10252.125,0.0,10012242,0,0,239883,True,L0->L1,41.68,85.968,0.0,10.252125,"sst=8MB, input=4sst (32MB), value=256B, sub=32",8,32,4,256,32,5
3,1,8,34781395,123356,123318,4,5@L0,5@L0 → 8@L1,ManualCompaction,34802527,31751,41037,8814.888,0.0,8674585,0,0,140303,True,L0->L1,31.751,41.037,0.0,8.814888000000002,"sst=8MB, input=4sst (32MB), value=256B, sub=4",8,32,4,256,4,1
3,1,8,34781395,123356,123318,4,5@L0,5@L0 → 8@L1,ManualCompaction,34802527,28832,40084,7589.944,0.0,7445394,0,0,144550,True,L0->L1,28.832,40.084,0.0,7.589944,"sst=8MB, input=4sst (32MB), value=256B, sub=4",8,32,4,256,4,2
3,1,8,34781395,123356,123318,4,5@L0,5@L0 → 8@L1,ManualCompaction,34802527,29775,42561,8691.287,0.0,8556722,0,0,134565,True,L0->L1,29.775,42.561,0.0,8.691287,"sst=8MB, input=4sst (32MB), value=256B, sub=4",8,32,4,256,4,3
3,1,8,34781395,123356,123318,4,5@L0,5@L0 → 8@L1,ManualCompaction,34802527,31666,45188,7878.144,0.0,7715015,0,0,163129,True,L0->L1,31.666,45.188,0.0,7.878144,"sst=8MB, input=4sst (32MB), value=256B, sub=4",8,32,4,256,4,4
3,1,8,34781395,123356,123318,4,5@L0,5@L0 → 8@L1,ManualCompaction,34802527,29645,39699,7844.714,0.0,7717048,0,0,127666,True,L0->L1,29.645,39.699,0.0,7.844714,"sst=8MB, input=4sst (32MB), value=256B, sub=4",8,32,4,256,4,5
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,33265,53789,9203.513,0.0,9021432,0,0,182081,True,L0->L1,33.265,53.789,0.0,9.203513000000001,"sst=8MB, input=4sst (32MB), value=256B, sub=8",8,32,4,256,8,1
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,43114,97416,13729.739,0.0,13299416,0,0,430323,True,L0->L1,43.114,97.416,0.0,13.729739,"sst=8MB, input=4sst (32MB), value=256B, sub=8",8,32,4,256,8,2
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,46552,108361,12616.767,0.0,12110435,0,0,506332,True,L0->L1,46.552,108.361,0.0,12.616767,"sst=8MB, input=4sst (32MB), value=256B, sub=8",8,32,4,256,8,3
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,39056,74059,11268.377,0.0,11006062,0,0,262315,True,L0->L1,39.056,74.059,0.0,11.268377000000001,"sst=8MB, input=4sst (32MB), value=256B, sub=8",8,32,4,256,8,4
3,1,7,34779910,123356,123318,5,5@L0,5@L0 → 7@L1,ManualCompaction,34802527,42957,90318,12154.948,0.0,11899435,0,0,255513,True,L0->L1,42.957,90.318,0.0,12.154948000000001,"sst=8MB, input=4sst (32MB), value=256B, sub=8",8,32,4,256,8,5
3,1,5,39468661,698865,697813,1,7@L0,7@L0 → 5@L1,ManualCompaction,39693886,185051,148519,7501.266,29030.734,7401861,0,0,99405,True,L0->L1,185.051,148.519,29.030734,7.501265999999999,"sst=8MB, input=4sst (32MB), value=32B, sub=1",8,32,4,32,1,1
3,1,5,39468661,698865,697813,1,7@L0,7@L0 → 5@L1,ManualCompaction,39693886,178968,145308,7595.555,26064.445,7500069,0,0,95486,True,L0->L1,178.968,145.308,26.064445,7.595555,"sst=8MB, input=4sst (32MB), value=32B, sub=1",8,32,4,32,1,2
3,1,5,39468661,698865,697813,1,7@L0,7@L0 → 5@L1,ManualCompaction,39693886,182758,146682,7450.705,28625.295,7349744,0,0,100961,True,L0->L1,182.758,146.682,28.625294999999998,7.450705,"sst=8MB, input=4sst (32MB), value=32B, sub=1",8,32,4,32,1,3
3,1,5,39468661,698865,697813,1,7@L0,7@L0 → 5@L1,ManualCompaction,39693886,184330,146489,7477.914,30363.086,7372946,0,0,104968,True,L0->L1,184.33,146.489,30.363086,7.477914,"sst=8MB, input=4sst (32MB), value=32B, sub=1",8,32,4,32,1,4
3,1,5,39468661,698865,697813,1,7@L0,7@L0 → 5@L1,ManualCompaction,39693886,185820,147009,7422.732,31388.268,7324146,0,0,98586,True,L0->L1,185.82,147.009,31.388268,7.422732,"sst=8MB, input=4sst (32MB), value=32B, sub=1",8,32,4,32,1,5
3,1,6,39469999,698865,697813,5,7@L0,7@L0 → 6@L1,ManualCompaction,39693886,59911,176041,8736.403,0.0,8599021,0,0,137382,True,L0->L1,59.911,176.041,0.0,8.736403000000001,"sst=8MB, input=4sst (32MB), value=32B, sub=16",8,32,4,32,16,1
