secs_elapsed,cpu_pct,sst_size_mb,input_data_mb,requested_input_sst_count,value_size,requested_subcompactions,repeat_index
0.101,99.5894,8,32,4,32,1,1
0.101,99.5736,8,32,4,32,1,2
0.101,79.6315,8,32,4,32,1,3
0.101,79.6531,8,32,4,32,1,4
0.101,79.6092,8,32,4,32,1,5
0.101,79.615,8,32,4,64,1,1
0.101,79.6976,8,32,4,64,1,2
0.101,79.6185,8,32,4,64,1,3
0.101,89.5825,8,32,4,64,1,4
0.101,89.5898,8,32,4,64,1,5
