sst_size_mb,input_sst_count,value_size,method_group,method_key,method_label,speedup,speedup_std,details,speedup_min,log_path
8,4,64,gpu,c_paper_with_plan,c_plan,1.555758405598661,0.15108961097897144,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.49,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val64B_c_paper_with_plan.log
8,4,64,gpu,q_paper_without_plan,q_no_plan,2.274651058081945,0.19986777621519936,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,2.18,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val64B_q_paper_without_plan.log
8,4,64,gpu,q_paper_with_plan,q_plan,2.123713550600343,0.19069024147979644,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,2.11,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val64B_q_paper_with_plan.log
8,4,128,cpu,subcomp_16,sub 16,1.9785883872769807,0.4150853700751224,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=16",,
8,4,128,cpu,subcomp_2,sub 2,1.714131232087357,0.0902582403807605,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=2",,
8,4,128,cpu,subcomp_32,sub 32,2.3089224688943557,0.3266708051458318,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=32",,
8,4,128,cpu,subcomp_4,sub 4,2.5644144016743504,0.1076690772754785,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=4",,
8,4,128,cpu,subcomp_8,sub 8,1.9380640307114856,0.2940043269617047,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=8",,
8,4,128,gpu,c_paper_without_plan,c_no_plan,1.2396251673360106,0.12114015375237143,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.19,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val128B_c_paper_without_plan.log
8,4,128,gpu,c_paper_with_plan,c_plan,1.245294293397072,0.14602109316271045,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.19,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val128B_c_paper_with_plan.log
8,4,128,gpu,q_paper_without_plan,q_no_plan,1.7969365426695842,0.20175143820899466,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.71,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val128B_q_paper_without_plan.log
8,4,128,gpu,q_paper_with_plan,q_plan,1.7907793633369922,0.19134105203792606,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.69,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val128B_q_paper_with_plan.log
8,4,256,cpu,subcomp_16,sub 16,1.694384225500154,0.2339691061298767,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=16",,
8,4,256,cpu,subcomp_2,sub 2,1.6054123415176007,0.0938250921236142,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=2",,
8,4,256,cpu,subcomp_32,sub 32,1.910987752124428,0.3452856492923418,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=32",,
8,4,256,cpu,subcomp_4,sub 4,2.2107352194581624,0.1385265081951015,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=4",,
8,4,256,cpu,subcomp_8,sub 8,1.63605667889765,0.1981742055733716,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=8",,
8,4,256,gpu,c_paper_without_plan,c_no_plan,1.099764567392584,0.12644753632978445,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.06,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val256B_c_paper_without_plan.log
8,4,256,gpu,c_paper_with_plan,c_plan,1.124159569699686,0.14493263980838056,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.06,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val256B_c_paper_with_plan.log
8,4,256,gpu,q_paper_without_plan,q_no_plan,1.57426597582038,0.21389420145517235,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.49,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val256B_q_paper_without_plan.log
8,4,256,gpu,q_paper_with_plan,q_plan,1.5694566170026292,0.1921795110856728,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.48,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val256B_q_paper_with_plan.log
8,4,512,cpu,subcomp_16,sub 16,1.719595796083048,0.2836621478513718,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=16",,
8,4,512,cpu,subcomp_2,sub 2,1.6138781946146896,0.1713714367754923,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=2",,
8,4,512,cpu,subcomp_32,sub 32,1.62409367833399,0.2805501615196337,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=32",,
8,4,512,cpu,subcomp_4,sub 4,2.110633622084578,0.2386508790712284,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=4",,
8,4,512,cpu,subcomp_8,sub 8,1.6881181264935865,0.1681260591175855,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=8",,
8,4,512,gpu,c_paper_without_plan,c_no_plan,1.1131152552736165,0.11154155815391796,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.06,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val512B_c_paper_without_plan.log
8,4,512,gpu,c_paper_with_plan,c_plan,1.0934335685793186,0.11735283416135896,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.05,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val512B_c_paper_with_plan.log
8,4,512,gpu,q_paper_without_plan,q_no_plan,1.5402864816472692,0.21647165187569847,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.42,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val512B_q_paper_without_plan.log
8,4,512,gpu,q_paper_with_plan,q_plan,1.451172707889126,0.1844032242664626,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.42,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val512B_q_paper_with_plan.log
8,4,1024,cpu,subcomp_16,sub 16,1.6013886025524215,0.2426953746705796,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=16",,
8,4,1024,cpu,subcomp_2,sub 2,1.5484277538421964,0.1849025876687267,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=2",,
8,4,1024,cpu,subcomp_32,sub 32,1.5422887484067662,0.4946072172536031,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=32",,
8,4,1024,cpu,subcomp_4,sub 4,1.9104880235482669,0.2513599677428962,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=4",,
8,4,1024,cpu,subcomp_8,sub 8,1.8126769045468232,0.3500335097149075,"RocksDB speedup vs subcomp=1 (mean rocksdb.compaction.times.micros ratio), subcomp=8",,
8,4,1024,gpu,c_paper_without_plan,c_no_plan,1.02108784176847,0.12652030789014704,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.01,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val1024B_c_paper_without_plan.log
8,4,1024,gpu,c_paper_with_plan,c_plan,1.0340438129070455,0.12673091696849623,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.0,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val1024B_c_paper_with_plan.log
8,4,1024,gpu,q_paper_without_plan,q_no_plan,1.4696639022261022,0.19508964827553368,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.4,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val1024B_q_paper_without_plan.log
8,4,1024,gpu,q_paper_with_plan,q_plan,1.409666525960321,0.19424992684470238,GPComp speedup computed from mean CPU/GPU wall time; std uses propagated timing stddev,1.36,/home/1755_project/invalidation-aware-caching/cuda_test_shafin/sweep_results/sweep_8mb-sst_4sst/result_val1024B_q_paper_with_plan.log
